Data download from AQ England website,,,,,,,,,,,,,
Status: P - Provisional data, P* - Ratified by Data Provider, R - Ratified Data,V - Validated,A - As supplied,,,,,,,,,
11/07/2022,03:00:00,,,,,,,,,,,,
11/07/2022,04:00:00,,,,,,,,,,,,
11/07/2022,05:00:00,,,,,,,,,,,,
11/07/2022,06:00:00,,,,,,,,,,,,
11/07/2022,07:00:00,,,,,,,,,,,,
11/07/2022,08:00:00,,,,,,,,,,,,
11/07/2022,09:00:00,,,,,,,,,,,,
11/07/2022,10:00:00,,,,,,,,,,,,
11/07/2022,11:00:00,,,,,,,,,,,,
11/07/2022,12:00:00,,,,,,,,,,,,
11/07/2022,13:00:00,,,,,,,,,,,,
11/07/2022,14:00:00,,,,,,,,,,,,
11/07/2022,15:00:00,,,,,,,,,,,,
11/07/2022,16:00:00,,,,,,,,,,,,
11/07/2022,17:00:00,,,,,,,,,,,,
11/07/2022,18:00:00,,,,,,,,,,,,
11/07/2022,19:00:00,,,,,,,,,,,,
11/07/2022,20:00:00,,,,,,,,,,,,
11/07/2022,21:00:00,,,,,,,,,,,,
11/07/2022,22:00:00,,,,,,,,,,,,
11/07/2022,23:00:00,,,,,,,,,,,,
11/07/2022,24:00:00,,,,,,,,,,,,
12/07/2022,01:00:00,,,,,,,,,,,,
12/07/2022,02:00:00,,,,,,,,,,,,
12/07/2022,03:00:00,,,,,,,,,,,,
12/07/2022,04:00:00,,,,,,,,,,,,
12/07/2022,05:00:00,,,,,,,,,,,,
12/07/2022,06:00:00,,,,,,,,,,,,
12/07/2022,07:00:00,,,,,,,,,,,,
12/07/2022,08:00:00,,,,,,,,,,,,
12/07/2022,09:00:00,,,,,,,,,,,,
12/07/2022,10:00:00,,,,,,,,,,,,
12/07/2022,11:00:00,,,,,,,,,,,,
12/07/2022,12:00:00,,,,,,,,,,,,
12/07/2022,13:00:00,,,,,,,,,,,,
12/07/2022,14:00:00,,,,,,,,,,,,
12/07/2022,15:00:00,,,,,,,,,,,,
12/07/2022,16:00:00,,,,,,,,,,,,
12/07/2022,17:00:00,,,,,,,,,,,,
12/07/2022,18:00:00,,,,,,,,,,,,
12/07/2022,19:00:00,,,,,,,,,,,,
12/07/2022,20:00:00,,,,,,,,,,,,
12/07/2022,21:00:00,,,,,,,,,,,,
12/07/2022,22:00:00,,,,,,,,,,,,
12/07/2022,23:00:00,,,,,,,,,,,,
12/07/2022,24:00:00,,,,,,,,,,,,
13/07/2022,01:00:00,,,,,,,,,,,,
13/07/2022,02:00:00,,,,,,,,,,,,
13/07/2022,03:00:00,,,,,,,,,,,,
13/07/2022,04:00:00,,,,,,,,,,,,
13/07/2022,05:00:00,,,,,,,,,,,,
13/07/2022,06:00:00,,,,,,,,,,,,
13/07/2022,07:00:00,,,,,,,,,,,,
13/07/2022,08:00:00,,,,,,,,,,,,
13/07/2022,09:00:00,,,,,,,,,,,,
13/07/2022,10:00:00,,,,,,,,,,,,
13/07/2022,11:00:00,,,,,,,,,,,,
13/07/2022,12:00:00,,,,,,,,,,,,
13/07/2022,13:00:00,,,,,,,,,,,,
13/07/2022,14:00:00,,,,,,,,,,,,
13/07/2022,15:00:00,,,,,,,,,,,,
13/07/2022,16:00:00,,,,,,,,,,,,
13/07/2022,17:00:00,,,,,,,,,,,,
13/07/2022,18:00:00,,,,,,,,,,,,
13/07/2022,19:00:00,,,,,,,,,,,,
13/07/2022,20:00:00,,,,,,,,,,,,
13/07/2022,21:00:00,,,,,,,,,,,,
13/07/2022,22:00:00,,,,,,,,,,,,
13/07/2022,23:00:00,,,,,,,,,,,,
13/07/2022,24:00:00,,,,,,,,,,,,
14/07/2022,01:00:00,,,,,,,,,,,,
14/07/2022,02:00:00,,,,,,,,,,,,
14/07/2022,03:00:00,,,,,,,,,,,,
14/07/2022,04:00:00,,,,,,,,,,,,
14/07/2022,05:00:00,,,,,,,,,,,,
14/07/2022,06:00:00,,,,,,,,,,,,
14/07/2022,07:00:00,,,,,,,,,,,,
14/07/2022,08:00:00,,,,,,,,,,,,
14/07/2022,09:00:00,,,,,,,,,,,,
14/07/2022,10:00:00,,,,,,,,,,,,
14/07/2022,11:00:00,,,,,,,,,,,,
14/07/2022,12:00:00,,,,,,,,,,,,
14/07/2022,13:00:00,,,,,,,,,,,,
14/07/2022,14:00:00,,,,,,,,,,,,
14/07/2022,15:00:00,,,,,,,,,,,,
14/07/2022,16:00:00,,,,,,,,,,,,
14/07/2022,17:00:00,,,,,,,,,,,,
14/07/2022,18:00:00,,,,,,,,,,,,
14/07/2022,19:00:00,,,,,,,,,,,,
14/07/2022,20:00:00,,,,,,,,,,,,
14/07/2022,21:00:00,,,,,,,,,,,,
14/07/2022,22:00:00,,,,,,,,,,,,
14/07/2022,23:00:00,,,,,,,,,,,,
14/07/2022,24:00:00,,,,,,,,,,,,
15/07/2022,01:00:00,,,,,,,,,,,,
15/07/2022,02:00:00,,,,,,,,,,,,
15/07/2022,03:00:00,,,,,,,,,,,,
15/07/2022,04:00:00,,,,,,,,,,,,
15/07/2022,05:00:00,,,,,,,,,,,,
15/07/2022,06:00:00,,,,,,,,,,,,
15/07/2022,07:00:00,,,,,,,,,,,,
15/07/2022,08:00:00,,,,,,,,,,,,
15/07/2022,09:00:00,,,,,,,,,,,,
15/07/2022,10:00:00,,,,,,,,,,,,
15/07/2022,11:00:00,,,,,,,,,,,,
15/07/2022,12:00:00,,,,,,,,,,,,
15/07/2022,13:00:00,,,,,,,,,,,,
15/07/2022,14:00:00,,,,,,,,,,,,
15/07/2022,15:00:00,,,,,,,,,,,,
15/07/2022,16:00:00,,,,,,,,,,,,
15/07/2022,17:00:00,,,,,,,,,,,,
15/07/2022,18:00:00,,,,,,,,,,,,
15/07/2022,19:00:00,,,,,,,,,,,,
15/07/2022,20:00:00,,,,,,,,,,,,
15/07/2022,21:00:00,,,,,,,,,,,,
15/07/2022,22:00:00,,,,,,,,,,,,
15/07/2022,23:00:00,,,,,,,,,,,,
15/07/2022,24:00:00,,,,,,,,,,,,
16/07/2022,01:00:00,,,,,,,,,,,,
16/07/2022,02:00:00,,,,,,,,,,,,
16/07/2022,03:00:00,,,,,,,,,,,,
16/07/2022,04:00:00,,,,,,,,,,,,
16/07/2022,05:00:00,,,,,,,,,,,,
16/07/2022,06:00:00,,,,,,,,,,,,
16/07/2022,07:00:00,,,,,,,,,,,,
16/07/2022,08:00:00,,,,,,,,,,,,
16/07/2022,09:00:00,,,,,,,,,,,,
16/07/2022,10:00:00,,,,,,,,,,,,
16/07/2022,11:00:00,,,,,,,,,,,,
16/07/2022,12:00:00,,,,,,,,,,,,
16/07/2022,13:00:00,,,,,,,,,,,,
16/07/2022,14:00:00,,,,,,,,,,,,
16/07/2022,15:00:00,,,,,,,,,,,,
16/07/2022,16:00:00,,,,,,,,,,,,
16/07/2022,17:00:00,,,,,,,,,,,,
16/07/2022,18:00:00,,,,,,,,,,,,
16/07/2022,19:00:00,,,,,,,,,,,,
16/07/2022,20:00:00,,,,,,,,,,,,
16/07/2022,21:00:00,,,,,,,,,,,,
16/07/2022,22:00:00,,,,,,,,,,,,
16/07/2022,23:00:00,,,,,,,,,,,,
16/07/2022,24:00:00,,,,,,,,,,,,
17/07/2022,01:00:00,,,,,,,,,,,,
17/07/2022,02:00:00,,,,,,,,,,,,
17/07/2022,03:00:00,,,,,,,,,,,,
17/07/2022,04:00:00,,,,,,,,,,,,
17/07/2022,05:00:00,,,,,,,,,,,,
17/07/2022,06:00:00,,,,,,,,,,,,
17/07/2022,07:00:00,,,,,,,,,,,,
17/07/2022,08:00:00,,,,,,,,,,,,
17/07/2022,09:00:00,,,,,,,,,,,,
17/07/2022,10:00:00,,,,,,,,,,,,
17/07/2022,11:00:00,,,,,,,,,,,,
17/07/2022,12:00:00,,,,,,,,,,,,
17/07/2022,13:00:00,,,,,,,,,,,,
17/07/2022,14:00:00,,,,,,,,,,,,
17/07/2022,15:00:00,,,,,,,,,,,,
17/07/2022,16:00:00,,,,,,,,,,,,
17/07/2022,17:00:00,,,,,,,,,,,,
17/07/2022,18:00:00,,,,,,,,,,,,
17/07/2022,19:00:00,,,,,,,,,,,,
17/07/2022,20:00:00,,,,,,,,,,,,
17/07/2022,21:00:00,,,,,,,,,,,,
17/07/2022,22:00:00,,,,,,,,,,,,
17/07/2022,23:00:00,,,,,,,,,,,,
17/07/2022,24:00:00,,,,,,,,,,,,
18/07/2022,01:00:00,,,,,,,,,,,,
18/07/2022,02:00:00,,,,,,,,,,,,
18/07/2022,03:00:00,,,,,,,,,,,,
18/07/2022,04:00:00,,,,,,,,,,,,
18/07/2022,05:00:00,,,,,,,,,,,,
18/07/2022,06:00:00,,,,,,,,,,,,
18/07/2022,07:00:00,,,,,,,,,,,,
18/07/2022,08:00:00,,,,,,,,,,,,
18/07/2022,09:00:00,,,,,,,,,,,,
18/07/2022,10:00:00,,,,,,,,,,,,
18/07/2022,11:00:00,,,,,,,,,,,,
18/07/2022,12:00:00,,,,,,,,,,,,
18/07/2022,13:00:00,,,,,,,,,,,,
18/07/2022,14:00:00,,,,,,,,,,,,
18/07/2022,15:00:00,,,,,,,,,,,,
18/07/2022,16:00:00,,,,,,,,,,,,
18/07/2022,17:00:00,,,,,,,,,,,,
18/07/2022,18:00:00,,,,,,,,,,,,
18/07/2022,19:00:00,,,,,,,,,,,,
18/07/2022,20:00:00,,,,,,,,,,,,
18/07/2022,21:00:00,,,,,,,,,,,,
18/07/2022,22:00:00,,,,,,,,,,,,
18/07/2022,23:00:00,,,,,,,,,,,,
18/07/2022,24:00:00,,,,,,,,,,,,
19/07/2022,01:00:00,,,,,,,,,,,,
19/07/2022,02:00:00,,,,,,,,,,,,
19/07/2022,03:00:00,,,,,,,,,,,,
19/07/2022,04:00:00,,,,,,,,,,,,
19/07/2022,05:00:00,,,,,,,,,,,,
19/07/2022,06:00:00,,,,,,,,,,,,
19/07/2022,07:00:00,,,,,,,,,,,,
19/07/2022,08:00:00,,,,,,,,,,,,
19/07/2022,09:00:00,,,,,,,,,,,,
19/07/2022,10:00:00,,,,,,,,,,,,
19/07/2022,11:00:00,,,,,,,,,,,,
19/07/2022,12:00:00,,,,,,,,,,,,
19/07/2022,13:00:00,,,,,,,,,,,,
19/07/2022,14:00:00,,,,,,,,,,,,
19/07/2022,15:00:00,,,,,,,,,,,,
19/07/2022,16:00:00,,,,,,,,,,,,
19/07/2022,17:00:00,,,,,,,,,,,,
19/07/2022,18:00:00,,,,,,,,,,,,
19/07/2022,19:00:00,,,,,,,,,,,,
19/07/2022,20:00:00,,,,,,,,,,,,
19/07/2022,21:00:00,,,,,,,,,,,,
19/07/2022,22:00:00,,,,,,,,,,,,
19/07/2022,23:00:00,,,,,,,,,,,,
19/07/2022,24:00:00,,,,,,,,,,,,
20/07/2022,01:00:00,,,,,,,,,,,,
20/07/2022,02:00:00,,,,,,,,,,,,
20/07/2022,03:00:00,,,,,,,,,,,,
20/07/2022,04:00:00,,,,,,,,,,,,
20/07/2022,05:00:00,,,,,,,,,,,,
20/07/2022,06:00:00,,,,,,,,,,,,
20/07/2022,07:00:00,,,,,,,,,,,,
20/07/2022,08:00:00,,,,,,,,,,,,
20/07/2022,09:00:00,,,,,,,,,,,,
20/07/2022,10:00:00,,,,,,,,,,,,
20/07/2022,11:00:00,,,,,,,,,,,,
20/07/2022,12:00:00,,,,,,,,,,,,
20/07/2022,13:00:00,,,,,,,,,,,,
20/07/2022,14:00:00,,,,,,,,,,,,
20/07/2022,15:00:00,,,,,,,,,,,,
20/07/2022,16:00:00,,,,,,,,,,,,
20/07/2022,17:00:00,,,,,,,,,,,,
20/07/2022,18:00:00,,,,,,,,,,,,
20/07/2022,19:00:00,,,,,,,,,,,,
20/07/2022,20:00:00,,,,,,,,,,,,
20/07/2022,21:00:00,,,,,,,,,,,,
20/07/2022,22:00:00,,,,,,,,,,,,
20/07/2022,23:00:00,,,,,,,,,,,,
20/07/2022,24:00:00,,,,,,,,,,,,
21/07/2022,01:00:00,,,,,,,,,,,,
21/07/2022,02:00:00,,,,,,,,,,,,
21/07/2022,03:00:00,,,,,,,,,,,,
21/07/2022,04:00:00,,,,,,,,,,,,
21/07/2022,05:00:00,,,,,,,,,,,,
21/07/2022,06:00:00,,,,,,,,,,,,
21/07/2022,07:00:00,,,,,,,,,,,,
21/07/2022,08:00:00,,,,,,,,,,,,
21/07/2022,09:00:00,,,,,,,,,,,,
21/07/2022,10:00:00,,,,,,,,,,,,
21/07/2022,11:00:00,,,,,,,,,,,,
21/07/2022,12:00:00,,,,,,,,,,,,
21/07/2022,13:00:00,,,,,,,,,,,,
21/07/2022,14:00:00,,,,,,,,,,,,
21/07/2022,15:00:00,,,,,,,,,,,,
21/07/2022,16:00:00,,,,,,,,,,,,
21/07/2022,17:00:00,,,,,,,,,,,,
21/07/2022,18:00:00,,,,,,,,,,,,
21/07/2022,19:00:00,,,,,,,,,,,,
21/07/2022,20:00:00,,,,,,,,,,,,
21/07/2022,21:00:00,,,,,,,,,,,,
21/07/2022,22:00:00,,,,,,,,,,,,
21/07/2022,23:00:00,,,,,,,,,,,,
21/07/2022,24:00:00,,,,,,,,,,,,
22/07/2022,01:00:00,,,,,,,,,,,,
22/07/2022,02:00:00,,,,,,,,,,,,
22/07/2022,03:00:00,,,,,,,,,,,,
22/07/2022,04:00:00,,,,,,,,,,,,
22/07/2022,05:00:00,,,,,,,,,,,,
22/07/2022,06:00:00,,,,,,,,,,,,
22/07/2022,07:00:00,,,,,,,,,,,,
22/07/2022,08:00:00,,,,,,,,,,,,
22/07/2022,09:00:00,,,,,,,,,,,,
22/07/2022,10:00:00,,,,,,,,,,,,
22/07/2022,11:00:00,,,,,,,,,,,,
22/07/2022,12:00:00,,,,,,,,,,,,
22/07/2022,13:00:00,,,,,,,,,,,,
22/07/2022,14:00:00,,,,,,,,,,,,
22/07/2022,15:00:00,,,,,,,,,,,,
22/07/2022,16:00:00,,,,,,,,,,,,
22/07/2022,17:00:00,,,,,,,,,,,,
22/07/2022,18:00:00,,,,,,,,,,,,
22/07/2022,19:00:00,,,,,,,,,,,,
22/07/2022,20:00:00,,,,,,,,,,,,
22/07/2022,21:00:00,,,,,,,,,,,,
22/07/2022,22:00:00,,,,,,,,,,,,
22/07/2022,23:00:00,,,,,,,,,,,,
22/07/2022,24:00:00,,,,,,,,,,,,
23/07/2022,01:00:00,,,,,,,,,,,,
23/07/2022,02:00:00,,,,,,,,,,,,
23/07/2022,03:00:00,,,,,,,,,,,,
23/07/2022,04:00:00,,,,,,,,,,,,
23/07/2022,05:00:00,,,,,,,,,,,,
23/07/2022,06:00:00,,,,,,,,,,,,
23/07/2022,07:00:00,,,,,,,,,,,,
23/07/2022,08:00:00,,,,,,,,,,,,
23/07/2022,09:00:00,,,,,,,,,,,,
23/07/2022,10:00:00,,,,,,,,,,,,
23/07/2022,11:00:00,,,,,,,,,,,,
23/07/2022,12:00:00,,,,,,,,,,,,
23/07/2022,13:00:00,,,,,,,,,,,,
23/07/2022,14:00:00,,,,,,,,,,,,
23/07/2022,15:00:00,,,,,,,,,,,,
23/07/2022,16:00:00,,,,,,,,,,,,
23/07/2022,17:00:00,,,,,,,,,,,,
23/07/2022,18:00:00,,,,,,,,,,,,
23/07/2022,19:00:00,,,,,,,,,,,,
23/07/2022,20:00:00,,,,,,,,,,,,
23/07/2022,21:00:00,,,,,,,,,,,,
23/07/2022,22:00:00,,,,,,,,,,,,
23/07/2022,23:00:00,,,,,,,,,,,,
23/07/2022,24:00:00,,,,,,,,,,,,
24/07/2022,01:00:00,,,,,,,,,,,,
24/07/2022,02:00:00,,,,,,,,,,,,
24/07/2022,03:00:00,,,,,,,,,,,,
24/07/2022,04:00:00,,,,,,,,,,,,
24/07/2022,05:00:00,,,,,,,,,,,,
24/07/2022,06:00:00,,,,,,,,,,,,
24/07/2022,07:00:00,,,,,,,,,,,,
24/07/2022,08:00:00,,,,,,,,,,,,
24/07/2022,09:00:00,,,,,,,,,,,,
24/07/2022,10:00:00,,,,,,,,,,,,
24/07/2022,11:00:00,,,,,,,,,,,,
24/07/2022,12:00:00,,,,,,,,,,,,
24/07/2022,13:00:00,,,,,,,,,,,,
24/07/2022,14:00:00,,,,,,,,,,,,
24/07/2022,15:00:00,,,,,,,,,,,,
24/07/2022,16:00:00,,,,,,,,,,,,
24/07/2022,17:00:00,,,,,,,,,,,,
24/07/2022,18:00:00,,,,,,,,,,,,
24/07/2022,19:00:00,,,,,,,,,,,,
24/07/2022,20:00:00,,,,,,,,,,,,
24/07/2022,21:00:00,,,,,,,,,,,,
24/07/2022,22:00:00,,,,,,,,,,,,
24/07/2022,23:00:00,,,,,,,,,,,,
24/07/2022,24:00:00,,,,,,,,,,,,
25/07/2022,01:00:00,,,,,,,,,,,,
25/07/2022,02:00:00,,,,,,,,,,,,
25/07/2022,03:00:00,,,,,,,,,,,,
25/07/2022,04:00:00,,,,,,,,,,,,
25/07/2022,05:00:00,,,,,,,,,,,,
25/07/2022,06:00:00,,,,,,,,,,,,
25/07/2022,07:00:00,,,,,,,,,,,,
25/07/2022,08:00:00,,,,,,,,,,,,
25/07/2022,09:00:00,,,,,,,,,,,,
25/07/2022,10:00:00,,,,,,,,,,,,
25/07/2022,11:00:00,,,,,,,,,,,,
25/07/2022,12:00:00,,,,,,,,,,,,
25/07/2022,13:00:00,,,,,,,,,,,,
25/07/2022,14:00:00,,,,,,,,,,,,
25/07/2022,15:00:00,,,,,,,,,,,,
25/07/2022,16:00:00,,,,,,,,,,,,
25/07/2022,17:00:00,,,,,,,,,,,,
25/07/2022,18:00:00,,,,,,,,,,,,
25/07/2022,19:00:00,,,,,,,,,,,,
25/07/2022,20:00:00,,,,,,,,,,,,
25/07/2022,21:00:00,,,,,,,,,,,,
25/07/2022,22:00:00,,,,,,,,,,,,
25/07/2022,23:00:00,,,,,,,,,,,,
25/07/2022,24:00:00,,,,,,,,,,,,
26/07/2022,01:00:00,,,,,,,,,,,,
26/07/2022,02:00:00,,,,,,,,,,,,
26/07/2022,03:00:00,,,,,,,,,,,,
26/07/2022,04:00:00,,,,,,,,,,,,
26/07/2022,05:00:00,,,,,,,,,,,,
26/07/2022,06:00:00,,,,,,,,,,,,
26/07/2022,07:00:00,,,,,,,,,,,,
26/07/2022,08:00:00,,,,,,,,,,,,
26/07/2022,09:00:00,,,,,,,,,,,,
26/07/2022,10:00:00,,,,,,,,,,,,
26/07/2022,11:00:00,,,,,,,,,,,,
26/07/2022,12:00:00,,,,,,,,,,,,
26/07/2022,13:00:00,,,,,,,,,,,,
26/07/2022,14:00:00,,,,,,,,,,,,
26/07/2022,15:00:00,,,,,,,,,,,,
26/07/2022,16:00:00,,,,,,,,,,,,
26/07/2022,17:00:00,,,,,,,,,,,,
26/07/2022,18:00:00,,,,,,,,,,,,
26/07/2022,19:00:00,,,,,,,,,,,,
26/07/2022,20:00:00,,,,,,,,,,,,
26/07/2022,21:00:00,,,,,,,,,,,,
26/07/2022,22:00:00,,,,,,,,,,,,
26/07/2022,23:00:00,,,,,,,,,,,,
26/07/2022,24:00:00,,,,,,,,,,,,
27/07/2022,01:00:00,,,,,,,,,,,,
27/07/2022,02:00:00,,,,,,,,,,,,
27/07/2022,03:00:00,,,,,,,,,,,,
27/07/2022,04:00:00,,,,,,,,,,,,
27/07/2022,05:00:00,,,,,,,,,,,,
27/07/2022,06:00:00,,,,,,,,,,,,
27/07/2022,07:00:00,,,,,,,,,,,,
27/07/2022,08:00:00,,,,,,,,,,,,
27/07/2022,09:00:00,,,,,,,,,,,,
27/07/2022,10:00:00,,,,,,,,,,,,
27/07/2022,11:00:00,,,,,,,,,,,,
27/07/2022,12:00:00,,,,,,,,,,,,
27/07/2022,13:00:00,,,,,,,,,,,,
27/07/2022,14:00:00,,,,,,,,,,,,
27/07/2022,15:00:00,,,,,,,,,,,,
27/07/2022,16:00:00,,,,,,,,,,,,
27/07/2022,17:00:00,,,,,,,,,,,,
27/07/2022,18:00:00,,,,,,,,,,,,
27/07/2022,19:00:00,,,,,,,,,,,,
27/07/2022,20:00:00,,,,,,,,,,,,
27/07/2022,21:00:00,,,,,,,,,,,,
27/07/2022,22:00:00,,,,,,,,,,,,
27/07/2022,23:00:00,,,,,,,,,,,,
27/07/2022,24:00:00,,,,,,,,,,,,
28/07/2022,01:00:00,,,,,,,,,,,,
28/07/2022,02:00:00,,,,,,,,,,,,
28/07/2022,03:00:00,,,,,,,,,,,,
28/07/2022,04:00:00,,,,,,,,,,,,
28/07/2022,05:00:00,,,,,,,,,,,,
28/07/2022,06:00:00,,,,,,,,,,,,
28/07/2022,07:00:00,,,,,,,,,,,,
28/07/2022,08:00:00,,,,,,,,,,,,
28/07/2022,09:00:00,,,,,,,,,,,,
28/07/2022,10:00:00,,,,,,,,,,,,
28/07/2022,11:00:00,,,,,,,,,,,,
28/07/2022,12:00:00,,,,,,,,,,,,
28/07/2022,13:00:00,,,,,,,,,,,,
28/07/2022,14:00:00,,,,,,,,,,,,
28/07/2022,15:00:00,,,,,,,,,,,,
28/07/2022,16:00:00,,,,,,,,,,,,
28/07/2022,17:00:00,,,,,,,,,,,,
28/07/2022,18:00:00,,,,,,,,,,,,
28/07/2022,19:00:00,,,,,,,,,,,,
28/07/2022,20:00:00,,,,,,,,,,,,
28/07/2022,21:00:00,,,,,,,,,,,,
28/07/2022,22:00:00,,,,,,,,,,,,
28/07/2022,23:00:00,,,,,,,,,,,,
28/07/2022,24:00:00,,,,,,,,,,,,
29/07/2022,01:00:00,,,,,,,,,,,,
29/07/2022,02:00:00,,,,,,,,,,,,
29/07/2022,03:00:00,,,,,,,,,,,,
29/07/2022,04:00:00,,,,,,,,,,,,
29/07/2022,05:00:00,,,,,,,,,,,,
29/07/2022,06:00:00,,,,,,,,,,,,
29/07/2022,07:00:00,,,,,,,,,,,,
29/07/2022,08:00:00,,,,,,,,,,,,
29/07/2022,09:00:00,,,,,,,,,,,,
29/07/2022,10:00:00,,,,,,,,,,,,
29/07/2022,11:00:00,,,,,,,,,,,,
29/07/2022,12:00:00,,,,,,,,,,,,
29/07/2022,13:00:00,,,,,,,,,,,,
29/07/2022,14:00:00,,,,,,,,,,,,
29/07/2022,15:00:00,,,,,,,,,,,,
29/07/2022,16:00:00,,,,,,,,,,,,
29/07/2022,17:00:00,,,,,,,,,,,,
29/07/2022,18:00:00,,,,,,,,,,,,
29/07/2022,19:00:00,,,,,,,,,,,,
29/07/2022,20:00:00,,,,,,,,,,,,
29/07/2022,21:00:00,,,,,,,,,,,,
29/07/2022,22:00:00,,,,,,,,,,,,
29/07/2022,23:00:00,,,,,,,,,,,,
29/07/2022,24:00:00,,,,,,,,,,,,
30/07/2022,01:00:00,,,,,,,,,,,,
30/07/2022,02:00:00,,,,,,,,,,,,
30/07/2022,03:00:00,,,,,,,,,,,,
30/07/2022,04:00:00,,,,,,,,,,,,
30/07/2022,05:00:00,,,,,,,,,,,,
30/07/2022,06:00:00,,,,,,,,,,,,
30/07/2022,07:00:00,,,,,,,,,,,,
30/07/2022,08:00:00,,,,,,,,,,,,
30/07/2022,09:00:00,,,,,,,,,,,,
30/07/2022,10:00:00,,,,,,,,,,,,
30/07/2022,11:00:00,,,,,,,,,,,,
30/07/2022,12:00:00,,,,,,,,,,,,
30/07/2022,13:00:00,,,,,,,,,,,,
30/07/2022,14:00:00,,,,,,,,,,,,
30/07/2022,15:00:00,,,,,,,,,,,,
30/07/2022,16:00:00,,,,,,,,,,,,
30/07/2022,17:00:00,,,,,,,,,,,,
30/07/2022,18:00:00,,,,,,,,,,,,
30/07/2022,19:00:00,,,,,,,,,,,,
30/07/2022,20:00:00,,,,,,,,,,,,
30/07/2022,21:00:00,,,,,,,,,,,,
30/07/2022,22:00:00,,,,,,,,,,,,
30/07/2022,23:00:00,,,,,,,,,,,,
30/07/2022,24:00:00,,,,,,,,,,,,
31/07/2022,01:00:00,,,,,,,,,,,,
31/07/2022,02:00:00,,,,,,,,,,,,
31/07/2022,03:00:00,,,,,,,,,,,,
31/07/2022,04:00:00,,,,,,,,,,,,
31/07/2022,05:00:00,,,,,,,,,,,,
31/07/2022,06:00:00,,,,,,,,,,,,
31/07/2022,07:00:00,,,,,,,,,,,,
31/07/2022,08:00:00,,,,,,,,,,,,
31/07/2022,09:00:00,,,,,,,,,,,,
31/07/2022,10:00:00,,,,,,,,,,,,
31/07/2022,11:00:00,,,,,,,,,,,,
31/07/2022,12:00:00,,,,,,,,,,,,
31/07/2022,13:00:00,,,,,,,,,,,,
31/07/2022,14:00:00,,,,,,,,,,,,
31/07/2022,15:00:00,,,,,,,,,,,,
31/07/2022,16:00:00,,,,,,,,,,,,
31/07/2022,17:00:00,,,,,,,,,,,,
31/07/2022,18:00:00,,,,,,,,,,,,
31/07/2022,19:00:00,,,,,,,,,,,,
31/07/2022,20:00:00,,,,,,,,,,,,
31/07/2022,21:00:00,,,,,,,,,,,,
31/07/2022,22:00:00,,,,,,,,,,,,
31/07/2022,23:00:00,,,,,,,,,,,,
31/07/2022,24:00:00,,,,,,,,,,,,
01/08/2022,01:00:00,,,,,,,,,,,,
01/08/2022,02:00:00,,,,,,,,,,,,
01/08/2022,03:00:00,,,,,,,,,,,,
01/08/2022,04:00:00,,,,,,,,,,,,
01/08/2022,05:00:00,,,,,,,,,,,,
01/08/2022,06:00:00,,,,,,,,,,,,
01/08/2022,07:00:00,,,,,,,,,,,,
01/08/2022,08:00:00,,,,,,,,,,,,
01/08/2022,09:00:00,,,,,,,,,,,,
01/08/2022,10:00:00,,,,,,,,,,,,
01/08/2022,11:00:00,,,,,,,,,,,,
01/08/2022,12:00:00,,,,,,,,,,,,
01/08/2022,13:00:00,,,,,,,,,,,,
01/08/2022,14:00:00,,,,,,,,,,,,
01/08/2022,15:00:00,,,,,,,,,,,,
01/08/2022,16:00:00,,,,,,,,,,,,
01/08/2022,17:00:00,,,,,,,,,,,,
01/08/2022,18:00:00,,,,,,,,,,,,
01/08/2022,19:00:00,,,,,,,,,,,,
01/08/2022,20:00:00,,,,,,,,,,,,
01/08/2022,21:00:00,,,,,,,,,,,,
01/08/2022,22:00:00,,,,,,,,,,,,
01/08/2022,23:00:00,,,,,,,,,,,,
01/08/2022,24:00:00,,,,,,,,,,,,
02/08/2022,01:00:00,,,,,,,,,,,,
02/08/2022,02:00:00,,,,,,,,,,,,
02/08/2022,03:00:00,,,,,,,,,,,,
02/08/2022,04:00:00,,,,,,,,,,,,
02/08/2022,05:00:00,,,,,,,,,,,,
02/08/2022,06:00:00,,,,,,,,,,,,
02/08/2022,07:00:00,,,,,,,,,,,,
02/08/2022,08:00:00,,,,,,,,,,,,
02/08/2022,09:00:00,,,,,,,,,,,,
02/08/2022,10:00:00,,,,,,,,,,,,
02/08/2022,11:00:00,,,,,,,,,,,,
02/08/2022,12:00:00,,,,,,,,,,,,
02/08/2022,13:00:00,,,,,,,,,,,,
02/08/2022,14:00:00,,,,,,,,,,,,
02/08/2022,15:00:00,,,,,,,,,,,,
02/08/2022,16:00:00,,,,,,,,,,,,
02/08/2022,17:00:00,,,,,,,,,,,,
02/08/2022,18:00:00,,,,,,,,,,,,
02/08/2022,19:00:00,,,,,,,,,,,,
02/08/2022,20:00:00,,,,,,,,,,,,
02/08/2022,21:00:00,,,,,,,,,,,,
02/08/2022,22:00:00,,,,,,,,,,,,
02/08/2022,23:00:00,,,,,,,,,,,,
02/08/2022,24:00:00,,,,,,,,,,,,
03/08/2022,01:00:00,,,,,,,,,,,,
03/08/2022,02:00:00,,,,,,,,,,,,
03/08/2022,03:00:00,,,,,,,,,,,,
03/08/2022,04:00:00,,,,,,,,,,,,
03/08/2022,05:00:00,,,,,,,,,,,,
03/08/2022,06:00:00,,,,,,,,,,,,
